review_id,order_id,customer_id,rating,review_text,sentiment,clean_text,vader_sentiment
RV06876,O06948,C01875,1,Very late delivery and the food was cold.,Negative,very late delivery and the food was cold,Neutral
RV06877,O01741,C00116,5,Food was excellent and delivery was very quick.,Positive,food was excellent and delivery was very quick,Positive
RV06878,O04394,C00077,5,Everything was perfect and arrived on time.,Positive,everything was perfect and arrived on time,Positive
RV06879,O04198,C01338,5,Everything was perfect and arrived on time.,Positive,everything was perfect and arrived on time,Positive
RV06880,O04840,C01049,5,Everything was perfect and arrived on time.,Positive,everything was perfect and arrived on time,Positive
RV06881,O01561,C01873,2,The order was delayed and disappointing.,Negative,the order was delayed and disappointing,Negative
RV06882,O01674,C01492,3,"Average experience, nothing special.",Neutral,average experience nothing special,Negative
RV06883,O08433,C01482,3,"Average experience, nothing special.",Neutral,average experience nothing special,Negative
RV06884,O04766,C01788,4,"Good service, just a minor delay.",Positive,good service just a minor delay,Positive
RV06885,O04117,C01077,1,"Terrible experience, food arrived very late.",Negative,terrible experience food arrived very late,Negative
RV06886,O06980,C01812,3,Food was okay but delivery took some time.,Neutral,food was okay but delivery took some time,Positive
RV06887,O02352,C00836,3,The order was fine overall.,Neutral,the order was fine overall,Positive
RV06888,O04254,C00671,5,Food was excellent and delivery was very quick.,Positive,food was excellent and delivery was very quick,Positive
RV06889,O09394,C01321,3,Food was decent but could have been better.,Neutral,food was decent but could have been better,Positive
RV06890,O03666,C00373,4,Really good experience overall.,Positive,really good experience overall,Positive
RV06891,O06116,C00031,4,Good food and the delivery was on time.,Positive,good food and the delivery was on time,Positive
RV06892,O08471,C01842,4,Food was tasty and delivery was smooth.,Positive,food was tasty and delivery was smooth,Neutral
RV06893,O00487,C01045,1,"Very poor service, would not order again.",Negative,very poor service would not order again,Negative
RV06894,O03587,C00674,5,Food was excellent and delivery was very quick.,Positive,food was excellent and delivery was very quick,Positive
RV06895,O05323,C01904,3,Food was decent but could have been better.,Neutral,food was decent but could have been better,Positive
RV06896,O03499,C01670,4,"Good service, just a minor delay.",Positive,good service just a minor delay,Positive
RV06897,O00277,C01483,5,Everything was perfect and arrived on time.,Positive,everything was perfect and arrived on time,Positive
RV06898,O08084,C01801,1,Very late delivery and the food was cold.,Negative,very late delivery and the food was cold,Neutral
RV06899,O00443,C01965,4,Food was tasty and delivery was smooth.,Positive,food was tasty and delivery was smooth,Neutral
RV06900,O05831,C01740,5,Everything was perfect and arrived on time.,Positive,everything was perfect and arrived on time,Positive
RV06901,O04811,C00205,5,Amazing food and great delivery experience.,Positive,amazing food and great delivery experience,Positive
RV06902,O01781,C01051,4,Good food and the delivery was on time.,Positive,good food and the delivery was on time,Positive
RV06903,O08546,C01968,2,Not happy with the delivery experience.,Negative,not happy with the delivery experience,Negative
RV06904,O03170,C01141,3,Food was decent but could have been better.,Neutral,food was decent but could have been better,Positive
RV06905,O08699,C00669,4,Really good experience overall.,Positive,really good experience overall,Positive
RV06906,O07895,C01808,3,The order was fine overall.,Neutral,the order was fine overall,Positive
RV06907,O02800,C01067,1,Very late delivery and the food was cold.,Negative,very late delivery and the food was cold,Neutral
RV06908,O03798,C00626,5,"Loved the food, would definitely order again.",Positive,loved the food would definitely order again,Positive
RV06909,O09498,C01739,4,"Good service, just a minor delay.",Positive,good service just a minor delay,Positive
RV06910,O08901,C01807,3,The order was fine overall.,Neutral,the order was fine overall,Positive
RV06911,O06626,C00033,4,Really good experience overall.,Positive,really good experience overall,Positive
RV06912,O01128,C00050,4,Good food and the delivery was on time.,Positive,good food and the delivery was on time,Positive
RV06913,O03731,C01912,1,Very late delivery and the food was cold.,Negative,very late delivery and the food was cold,Neutral
RV06914,O09057,C01340,3,Food was okay but delivery took some time.,Neutral,food was okay but delivery took some time,Positive
RV06915,O00913,C01252,3,The order was fine overall.,Neutral,the order was fine overall,Positive
RV06916,O04105,C00016,4,Food was tasty and delivery was smooth.,Positive,food was tasty and delivery was smooth,Neutral
RV06917,O01489,C01738,5,Food was excellent and delivery was very quick.,Positive,food was excellent and delivery was very quick,Positive
RV06918,O02372,C01845,4,Really good experience overall.,Positive,really good experience overall,Positive
RV06919,O08228,C00245,5,Everything was perfect and arrived on time.,Positive,everything was perfect and arrived on time,Positive
RV06920,O04280,C01144,5,Amazing food and great delivery experience.,Positive,amazing food and great delivery experience,Positive
RV06921,O09460,C01649,1,"Very poor service, would not order again.",Negative,very poor service would not order again,Negative
RV06922,O08094,C01073,4,"Good service, just a minor delay.",Positive,good service just a minor delay,Positive
RV06923,O07911,C01756,3,Food was okay but delivery took some time.,Neutral,food was okay but delivery took some time,Positive
RV06924,O03305,C01337,3,Food was okay but delivery took some time.,Neutral,food was okay but delivery took some time,Positive
RV06925,O00345,C01543,3,Food was decent but could have been better.,Neutral,food was decent but could have been better,Positive
RV06926,O08542,C00835,3,The order was fine overall.,Neutral,the order was fine overall,Positive
RV06927,O05004,C01349,4,"Good service, just a minor delay.",Positive,good service just a minor delay,Positive
RV06928,O01882,C01481,5,Amazing food and great delivery experience.,Positive,amazing food and great delivery experience,Positive
RV06929,O09709,C00527,4,Food was tasty and delivery was smooth.,Positive,food was tasty and delivery was smooth,Neutral
RV06930,O00765,C00619,4,Good food and the delivery was on time.,Positive,good food and the delivery was on time,Positive
RV06931,O06258,C01150,4,Food was tasty and delivery was smooth.,Positive,food was tasty and delivery was smooth,Neutral
RV06932,O03376,C00519,5,Amazing food and great delivery experience.,Positive,amazing food and great delivery experience,Positive
RV06933,O02300,C00853,3,Food was okay but delivery took some time.,Neutral,food was okay but delivery took some time,Positive
RV06934,O00689,C00591,2,Food was cold when it arrived.,Negative,food was cold when it arrived,Neutral
RV06935,O06411,C01848,4,Good food and the delivery was on time.,Positive,good food and the delivery was on time,Positive
RV06936,O00309,C01090,4,Good food and the delivery was on time.,Positive,good food and the delivery was on time,Positive
RV06937,O01637,C01063,2,Not happy with the delivery experience.,Negative,not happy with the delivery experience,Negative
RV06938,O07227,C00982,4,Good food and the delivery was on time.,Positive,good food and the delivery was on time,Positive
RV06939,O08221,C00097,3,Food was okay but delivery took some time.,Neutral,food was okay but delivery took some time,Positive
RV06940,O01610,C01792,2,Delivery was late and the food was not very good.,Negative,delivery was late and the food was not very good,Negative
RV06941,O02865,C01885,5,Amazing food and great delivery experience.,Positive,amazing food and great delivery experience,Positive
RV06942,O09979,C00983,1,Food was disappointing and delivery was extremely slow.,Negative,food was disappointing and delivery was extremely slow,Negative
RV06943,O01798,C01052,1,"Terrible experience, food arrived very late.",Negative,terrible experience food arrived very late,Negative
RV06944,O06299,C01753,5,Amazing food and great delivery experience.,Positive,amazing food and great delivery experience,Positive
RV06945,O07107,C01927,3,"Average experience, nothing special.",Neutral,average experience nothing special,Negative
RV06946,O00727,C01598,4,Really good experience overall.,Positive,really good experience overall,Positive
RV06947,O09013,C00691,2,Delivery was late and the food was not very good.,Negative,delivery was late and the food was not very good,Negative
RV06948,O01269,C00456,4,Food was tasty and delivery was smooth.,Positive,food was tasty and delivery was smooth,Neutral
RV06949,O07254,C00053,1,Very late delivery and the food was cold.,Negative,very late delivery and the food was cold,Neutral
RV06950,O01745,C01933,1,"Terrible experience, food arrived very late.",Negative,terrible experience food arrived very late,Negative
RV06951,O02400,C00939,5,Everything was perfect and arrived on time.,Positive,everything was perfect and arrived on time,Positive
RV06952,O08162,C00330,3,Food was decent but could have been better.,Neutral,food was decent but could have been better,Positive
RV06953,O05300,C01412,3,"Average experience, nothing special.",Neutral,average experience nothing special,Negative
RV06954,O05408,C01108,4,Food was tasty and delivery was smooth.,Positive,food was tasty and delivery was smooth,Neutral
